8/5qpk/7p/P1p2p2/r2b1P2/3P2RQ/P7/2R2K2 w - -,0-1,64
8/5qpk/7p/P1p2p2/1r1b1P2/3P2RQ/P7/2R2K2 b - -,0-1,65
8/5qpk/7p/2p2p2/Pr1b1P2/3P2RQ/P7/2R2K2 w - -,0-1,66
1r6/5qpk/7p/2p2p2/P2b1P2/3P2RQ/P7/2R2K2 b - -,0-1,67
1r6/5qpk/7p/2p2p2/P1Rb1P2/3P2RQ/P7/5K2 w - -,0-1,68
r7/5qpk/7p/2p2p2/P1Rb1P2/3P2RQ/P7/5K2 b - -,0-1,69
r7/5qpk/7p/2p2p2/P2b1P2/3P2RQ/P1R5/5K2 w - -,0-1,70
3r4/5qpk/7p/2p2p2/P2b1P2/3P2RQ/P1R5/5K2 b - -,0-1,71
3r4/5qpk/7p/2p2p2/P2b1P2/3P1R1Q/P1R5/5K2 w - -,0-1,72
3r4/6pk/7p/2p2p1q/P2b1P2/3P1R1Q/P1R5/5K2 b - -,0-1,73
3r4/6pk/7p/2p2p1q/P2b1P2/3P1R2/P1R3Q1/5K2 w - -,0-1,74
3rq3/6pk/7p/2p2p1P/P2b1P2/3P1R2/P1R3Q1/5K2 b - -,0-1,75
3rq3/6pk/7p/2p2p1P/P2b1P2/3P1R2/P1RQ4/5K2 w - -,0-1,76
3r4/6pk/7p/1qp2p1P/P2b1P2/3P1R2/P1RQ4/5K2 b - -,0-1,77
3r4/6pk/7p/1qp2p1P/p2b1P2/1P1P1R2/P1RQ4/5K2 w - -,0-1,78
3r4/6pk/7p/pqp2p1P/3b1P2/1P1P1R2/P1RQ4/5K2 b - -,0-1,79
3r4/6pk/7p/pqp2p1P/3b1P2/1P1P1bR1/P1RQ4/5K2 w - -,0-1,80
3r4/6pk/7p/pqpb1p1P/3b1P2/1P1P1NR1/P1RQ4/5K2 b - -,0-1,81
3r4/6pk/7p/pqpb1p1P/3b1P2/1P1P2R1/P1RQ4/4NK2 w - -,0-1,82
3r4/6pk/7p/pqp2p1P/3bbP2/1P1P2R1/P1RQ4/4NK2 b - -,0-1,83
3r4/6pk/7p/pqp2p1P/3bbP2/1P1PQ1R1/P1R5/4NK2 w - -,0-1,84
3r4/6pk/5b1p/pqp2p1P/4bP2/1P1PQ1R1/P1R5/4NK2 b - -,0-1,85
3r4/6pk/5b1p/pqp2p1P/4bP2/1P1PQNR1/P1R5/5K2 w - -,0-1,86
3r4/6pk/5b1p/pqpb1p1P/5P2/1P1PQNR1/P1R5/5K2 b - -,0-1,87
3r4/6pk/5b1p/pqpb1p1P/5P2/1P1P1NR1/P1R5/4QK2 w - -,0-1,88
3r4/6pk/7p/pqpb1p1P/3b1P2/1P1P1NR1/P1R5/4QK2 b - -,0-1,89
3r4/6pk/7p/pqpbNp1P/3b1P2/1P1P2R1/P1R5/4QK2 w - -,0-1,90
3r4/p5pk/7p/1qpbNp1P/3b1P2/1P1P2R1/P1R5/4QK2 b - -,0-1,91
3r4/p5pk/7p/1qpbNp2/3b1P1P/1P1P2R1/P1R5/4QK2 w - -,0-1,92
3r2k1/p5p1/7p/1qpbNp2/3b1P1P/1P1P2R1/P1R5/4QK2 b - -,0-1,93
3r2k1/p5p1/7p/1qpbNp2/3b1P1P/1P1P3R/P1R5/4QK2 w - -,0-1,94
3r2k1/p5p1/2q4p/2pbNp2/3b1P1P/1P1P3R/P1R5/4QK2 b - -,0-1,95
3r2k1/p5p1/2q4p/2pb1p2/2Nb1P1P/1P1P3R/P1R5/4QK2 w - -,0-1,96
3r2k1/p5p1/7p/1qpb1p2/2Nb1P1P/1P1P3R/P1R5/4QK2 b - -,0-1,97
3r2k1/p5p1/7p/1qpb1p2/2Nb1P1P/1P1P3R/P7/2R1QK2 w - -,0-1,98
3r2k1/p5p1/5b1p/1qpb1p2/2NB1P1P/1P1P3R/P7/2R1QK2 b - -,0-1,99
3r2k1/p5p1/5b1p/1qpb1p2/2Nn1P1P/1P1P3R/PB6/2R1QK2 w - -,0-1,100
3r2k1/p1p3p1/5b1p/1q1b1p2/2Nn1P1P/1P1P3R/PB6/2R1QK2 b - -,0-1,101
3r2k1/p1p3p1/5b1p/1q1b1p2/2Nn1P1P/1P1P3R/PB1Q4/2R2K2 w - -,0-1,102
3r2k1/p1p3p1/2n2b1p/1q1b1p2/2N2P1P/1P1P3R/PB1Q4/2R2K2 b - -,0-1,103
3r2k1/p1p3p1/2n2b1p/1q1b1p2/2N2P1P/BP1P3R/P2Q4/2R2K2 w - -,0-1,104
3r2k1/p1p3p1/2n2b1p/1q3p2/2N1bP1P/BP1P3R/P2Q4/2R2K2 b - -,0-1,105
3r2k1/p1p3p1/2n2b1p/1qB2p2/2N1bP1P/1P1P3R/P2Q4/2R2K2 w - -,0-1,106
3r2k1/pqp3p1/2n2b1p/2B2p2/2N1bP1P/1P1P3R/P2Q4/2R2K2 b - -,0-1,107
3r2k1/pqp3p1/2n2b1p/5p2/2N1bP1P/1P1P3R/P2Q4/2R2KB1 w - -,0-1,108
3r2k1/pqp1b1p1/2n4p/5p2/2N1bP1P/1P1P3R/P2Q4/2R2KB1 b - -,0-1,109
3r2k1/pqp1b1p1/2n4p/5p2/2N1bP1P/1P1PB2R/P2Q4/2R2K2 w - -,0-1,110
3r2k1/pqp1b1p1/2n4p/3b1p2/2N2P1P/1P1PB2R/P2Q4/2R2K2 b - -,0-1,111
3r2k1/pqp1b1p1/2n4p/3b1p2/2N2P1P/1P1PB2R/P2Q4/R4K2 w - -,0-1,112
5rk1/pqp1b1p1/2n4p/3b1p2/2N2P1P/1P1PB2R/P2Q4/R4K2 b - -,0-1,113
5rk1/pqp1b1p1/2n4p/3b1p2/2N4P/1P1PBP1R/P2Q4/R4K2 w - -,0-1,114
5rk1/pqp1bbp1/2n4p/3N1p2/2N4P/1P1PBP1R/P2Q4/R4K2 b - -,0-1,115
5rk1/pqp1bbp1/2n4p/3n1p2/2N2N1P/1P1PBP1R/P2Q4/R4K2 w - -,0-1,116
5rk1/pqp1bbp1/1nn4p/5p2/2N2N1P/1P1PBP1R/P2Q4/R4K2 b - -,0-1,117
5rk1/pqp1bbp1/1nn4p/5p2/2N2N1P/1P1PBP2/P2Q4/R4K1R w - -,0-1,118
5rk1/pqpnbbp1/2n4p/5p2/2N2N1P/1P1PBP2/P2Q4/R4K1R b - -,0-1,119
5rk1/pqpnbbp1/2n4p/5p2/2N2N1P/1P1PBp2/P2QP3/R4K1R w - -,0-1,120
5rk1/pqpnbbp1/2n4p/5p2/2N1pN1P/1P1PBP2/P2QP3/R4K1R b - -,0-1,121
5rk1/pqpnbbp1/2n4p/5p2/2N1pN1P/1P1PBP2/P3P3/R1Q2K1R w - -,0-1,122
5rk1/pqpnb1p1/2n1b2p/5p2/2N1pN1P/1P1PBP2/P3P3/R1Q2K1R b - -,0-1,123
5rk1/pqpnb1p1/2n1b2p/5p2/2N1p2P/1P1PBP1N/P3P3/R1Q2K1R w - -,0-1,124
5rk1/pqpnb1p1/2n1b2p/4pp2/2N4P/1P1PBP1N/P3P3/R1Q2K1R b - -,0-1,125
5rk1/pqpnb1p1/2n1b2p/4pp2/2N4P/1P1PBP1N/P3P3/R2Q1K1R w - -,0-1,126
5rk1/pqpnb1pp/2n1b3/4pp2/2N4P/1P1PBP1N/P3P3/R2Q1K1R b - -,0-1,127
5rk1/pqpnb1pp/2n1b3/4pp2/2N4P/1P1PBP2/P3P3/R2Q1KNR w - -,0-1,128
5rk1/pqpnbppp/2n1b3/4p3/2N4P/1P1PBP2/P3P3/R2Q1KNR b - -,0-1,129
5rk1/pqpnbppp/2n1b3/4p3/2N5/1P1PBP2/P3P2P/R2Q1KNR w - -,0-1,130
5rk1/pqp1bppp/2n1b3/2n1p3/2N5/1P1PBP2/P3P2P/R2Q1KNR b - -,0-1,131
5rk1/pqp1bppp/2n1b3/2n1p3/2N5/1P1P1P2/P3P2P/R1BQ1KNR w - -,0-1,132
4k2r/pqp1bppp/2n1b3/2n1p3/2N5/1P1P1P2/P3P2P/R1BQ1KNR b k -,0-1,133
4k2r/pqp1bppp/2n1b3/2n1p3/2N5/3P1P2/PP2P2P/R1BQ1KNR w k -,0-1,134
4kb1r/pqp2ppp/2n1b3/2n1p3/2N5/3P1P2/PP2P2P/R1BQ1KNR b k -,0-1,135
4kb1r/pqp2ppp/2n1b3/2n1p3/2N5/3P1P2/PP2P2P/R1BQK1NR w KQk -,0-1,136
q3kb1r/p1p2ppp/2n1b3/2n1p3/2N5/3P1P2/PP2P2P/R1BQK1NR b KQk -,0-1,137
q3kb1r/p1p2ppp/2n1b3/2n1p3/Q1N5/3P1P2/PP2P2P/R1B1K1NR w KQk -,0-1,138
q3kb1r/p1pn1ppp/2n1b3/4p3/Q1N5/3P1P2/PP2P2P/R1B1K1NR b KQk -,0-1,139
q3kb1r/p1pn1ppp/2n1b3/4p3/Q1N5/5P2/PP1PP2P/R1B1K1NR w KQk -,0-1,140
q3kb1r/p1pnnppp/4b3/4p3/Q1N5/5P2/PP1PP2P/R1B1K1NR b KQk -,0-1,141
q3kb1r/p1pnnppp/4b3/4p3/Q1p5/N4P2/PP1PP2P/R1B1K1NR w KQk -,0-1,142
q3kb1r/p1pnnppp/8/4p3/Q1p3b1/N4P2/PP1PP2P/R1B1K1NR b KQk -,0-1,143
q3kb1r/p1pnnppp/8/4p3/Q1p3b1/5P2/PP1PP2P/RNB1K1NR w KQk -,0-1,144
q3kbnr/p1pn1ppp/8/4p3/Q1p3b1/5P2/PP1PP2P/RNB1K1NR b KQk -,0-1,145
q3kbnr/p1pn1ppp/8/4p3/2p3b1/5P2/PP1PP2P/RNBQK1NR w KQk -,0-1,146
q3kbnr/p1pnpppp/8/8/2p3b1/5P2/PP1PP2P/RNBQK1NR b KQk -,0-1,147
q3kbnr/p1pnpppp/8/8/2p3b1/8/PP1PPP1P/RNBQK1NR w KQk -,0-1,148
B2qkbnr/p1pnpppp/8/8/2p3b1/8/PP1PPP1P/RNBQK1NR b KQk -,0-1,149
r2qkbnr/pBpnpppp/8/8/2p3b1/8/PP1PPP1P/RNBQK1NR w KQkq -,0-1,150
rn1qkbnr/pBp1pppp/8/8/2p3b1/8/PP1PPP1P/RNBQK1NR b KQkq -,0-1,151
rn1qkbnr/ppp1pppp/8/8/2p3b1/8/PP1PPPBP/RNBQK1NR w KQkq -,0-1,152
rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq -,0-1,153
rn1qkbnr/ppp1pppp/8/3p4/6b1/8/PPPPPPBP/RNBQK1NR w KQkq -,0-1,154
rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPPBP/RNBQK1NR b KQkq -,0-1,155
rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPP1P/RNBQKBNR w KQkq -,0-1,156
rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq -,0-1,157
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq -,0-1,158
4B3/8/1k6/p1p5/1p6/nP1K4/8/8 w - -,0-1,0
4B3/8/2k5/p1p5/1p6/nP1K4/8/8 b - -,0-1,1
8/5B2/2k5/p1p5/1p6/nP1K4/8/8 w - -,0-1,2
8/5B2/3k4/p1p5/1p6/nP1K4/8/8 b - -,0-1,3
4B3/8/3k4/p1p5/1p6/nP1K4/8/8 w - -,0-1,4
4B3/8/4k3/p1p5/1p6/nP1K4/8/8 b - -,0-1,5
8/8/4k3/p1p5/Bp6/nP1K4/8/8 w - -,0-1,6
8/4k3/8/p1p5/Bp6/nP1K4/8/8 b - -,0-1,7
8/4k3/8/pBp5/1p6/nP1K4/8/8 w - -,0-1,8
8/4k3/8/pBp5/1p6/1P1K4/8/1n6 b - -,0-1,9
8/4k3/B7/p1p5/1p6/1P1K4/8/1n6 w - -,0-1,10
8/4k3/B7/p1p5/1p6/1PnK4/8/8 b - -,0-1,11
8/4k3/B7/p1p5/1p6/1Pn1K3/8/8 w - -,0-1,12
8/5k2/B7/p1p5/1p6/1Pn1K3/8/8 b - -,0-1,13
8/5k2/B7/p1p5/1p3K2/1Pn5/8/8 w - -,0-1,14
8/5k2/B7/p1p5/1p3K2/1P6/n7/8 b - -,0-1,15
8/5k2/B7/p1p5/1p3n2/1P3K2/n7/8 w - -,0-1,16
8/5k2/B5n1/p1p5/1p3B2/1P3K2/n7/8 b - -,0-1,17
8/5k2/B5nB/p1p5/1p3p2/1P3K2/n7/8 w - -,0-1,18
8/5k2/B5nB/p1p5/1p3p2/1Pn2K2/P7/8 b - -,0-1,19
8/5k2/6nB/p1p5/1p3p2/1PnB1K2/P7/8 w - -,0-1,20
8/4nk2/7B/p1p5/1p3p2/1PnB1K2/P7/8 b - -,0-1,21
5B2/4nk2/8/p1p5/1p3p2/1PnB1K2/P7/8 w - -,0-1,22
5B2/4n3/4k3/p1p5/1p3p2/1PnB1K2/P7/8 b - -,0-1,23
5B2/4n3/4k3/pBp5/1p3p2/1Pn2K2/P7/8 w - -,0-1,24
5B2/4n3/4k3/pBp5/1p2np2/1P3K2/P7/8 b - -,0-1,25
5B2/4n3/4k3/pBp5/1p2np2/1P6/P3K3/8 w - -,0-1,26
5B2/4n3/4k3/pBp5/1p3p2/1P6/P3Kn2/8 b - -,0-1,27
5B2/4n3/4k3/pBp5/1p3p2/1P1K4/P4n2/8 w - -,0-1,28
5B2/4n3/4k3/pBp5/1p3pn1/1P1K4/P4P2/8 b - -,0-1,29
5B2/4n3/4k3/pBp5/1p3pn1/1P1p4/P2K1P2/8 w - -,0-1,30
5B2/4n3/4k3/pBp1n3/1p3p2/1P1p4/P2K1P2/8 b - -,0-1,31
5B2/4n3/4k3/pBp1n3/1p3p2/1P1p4/P4P2/2K5 w - -,0-1,32
5B2/4n3/3k4/pBp1n3/1p3p2/1P1p4/P4P2/2K5 b - -,0-1,33
5B2/4n3/3k4/pBp1n3/1p3p2/3p4/PP3P2/2K5 w - -,0-1,34
5B2/4n3/3k4/pBp1np2/1p6/3p4/PP3P2/2K5 b - -,0-1,35
5B2/4n3/3k4/pBp1np2/1p6/3p4/PP3P2/1K6 w - -,0-1,36
5B2/8/3k4/pBpnnp2/1p6/3p4/PP3P2/1K6 b - -,0-1,37
8/6B1/3k4/pBpnnp2/1p6/3p4/PP3P2/1K6 w - -,0-1,38
8/3n2B1/3k4/pBpn1p2/1p6/3p4/PP3P2/1K6 b - -,0-1,39
8/3n2B1/3k4/p1pn1p2/Bp6/3p4/PP3P2/1K6 w - -,0-1,40
8/3n2B1/3k4/p1pn1p2/Bpp5/3R4/PP3P2/1K6 b - -,0-1,41
8/3n2B1/3k4/p1pn1p2/Bpp5/3r4/PP3P2/1K1R4 w - -,0-1,42
8/3n2B1/3k4/p1pn1p2/Bpp5/7r/PP3P2/1K1R4 b - -,0-1,43
8/3n2B1/3k4/p1pn1p2/Bpp5/7r/PP3P2/1K2R3 w - -,0-1,44
8/3nk1B1/8/p1pn1p2/Bpp5/7r/PP3P2/1K2R3 b - -,0-1,45
8/3nk1B1/8/p1pn1p2/Bpp5/7r/PP3P2/1K4R1 w - -,0-1,46
8/3nk1B1/2p5/p2n1p2/Bpp5/7r/PP3P2/1K4R1 b - -,0-1,47
8/3nk1p1/2p5/p2nBp2/Bpp5/7r/PP3P2/1K4R1 w - -,0-1,48
1n6/4k1p1/2p5/p2nBp2/Bpp5/7r/PP3P2/1K4R1 b - -,0-1,49
1n6/4k1p1/2p5/p2nbp2/BppB4/7r/PP3P2/1K4R1 w - -,0-1,50
1n6/4k1p1/2p5/p2nNp2/BppB1b2/7r/PP3P2/1K4R1 b - -,0-1,51
1n6/4k1p1/2p5/p2n1p2/BppB1b2/5N1r/PP3P2/1K4R1 w - -,0-1,52
1n6/4k1p1/2p5/p2n1p2/BppB1b2/5N2/PP3P1r/1K4R1 b - -,0-1,53
1n6/4k1p1/2p5/p2n1pN1/BppB1b2/8/PP3P1r/1K4R1 w - -,0-1,54
1n6/6p1/2p2k2/p2n1pN1/BppB1b2/8/PP3P1r/1K4R1 b - -,0-1,55
1n6/B5p1/2p2k2/p2n1pN1/Bpp2b2/8/PP3P1r/1K4R1 w - -,0-1,56
1n6/B1b3p1/2p2k2/p2n1pN1/Bpp2P2/8/PP3P1r/1K4R1 b - -,0-1,57
1n6/B1b3p1/2p2k2/p2n1pN1/Bpp5/5P2/PP3P1r/1K4R1 w - -,0-1,58
1n6/B1b2kp1/2p5/p2n1pN1/Bpp5/5P2/PP3P1r/1K4R1 b - -,0-1,59
1n6/B1b2kp1/2p5/p2n1p2/Bpp1N3/5P2/PP3P1r/1K4R1 w - -,0-1,60
1n6/B1b2kp1/2p2p2/p2n4/Bpp1N3/5P2/PP3P1r/1K4R1 b - -,0-1,61
1n6/2b2kp1/2p2p2/p2n4/BppBN3/5P2/PP3P1r/1K4R1 w - -,0-1,62
8/2b2kp1/n1p2p2/p2n4/BppBN3/5P2/PP3P1r/1K4R1 b - -,0-1,63
8/2b2kp1/n1p2p2/p2n4/qppBN3/5P2/PP3P1r/1K1B2R1 w - -,0-1,64
8/2b2kp1/n1p2p2/pq1n4/QppBN3/5P2/PP3P1r/1K1B2R1 b - -,0-1,65
8/2b2kp1/n1p2p2/pq1n4/Qpp1N3/4BP2/PP3P1r/1K1B2R1 w - -,0-1,66
8/2b1nkp1/n1p2p2/pq6/Qpp1N3/4BP2/PP3P1r/1K1B2R1 b - -,0-1,67
8/2b1nkp1/n1p2p2/pq6/Qpp1N3/4BP2/PPB2P1r/1K4R1 w - -,0-1,68
8/2b1nkp1/n1p2p2/p2q4/Qpp1N3/4BP2/PPB2P1r/1K4R1 b - -,0-1,69
8/2b1nkp1/n1p2p2/p2q4/Qpp1N3/4BP2/PPB2P1r/2K3R1 w - -,0-1,70
8/2b1nkp1/n1p2p2/p7/QppqN3/4BP2/PPB2P1r/2K3R1 b - -,0-1,71
8/2b1nkp1/n1p2p2/p7/QppqN3/5P2/PPBB1P1r/2K3R1 w - -,0-1,72
8/2bqnkp1/n1p2p2/p7/QppPN3/5P2/PPBB1P1r/2K3R1 b - -,0-1,73
8/2bqnkp1/n1p2p2/p7/QppP4/5PN1/PPBB1P1r/2K3R1 w - -,0-1,74
7r/2bqnkp1/n1p2p2/p7/QppP4/5PN1/PPBB1P1R/2K3R1 b - -,0-1,75
7r/2bqnkp1/n1p2p2/p7/QppP4/5PN1/PPBB1P1r/2K3RR w - -,0-1,76
7r/2bqnkp1/n1p2p2/p7/QppP4/5PNr/PPBB1P1P/2K3RR b - -,0-1,77
7r/2bqnkp1/n1p2p2/p7/QppP4/5bNr/PPBBPP1P/2K3RR w - -,0-1,78
7r/2bqnkp1/n1p2p2/p2b4/QppP4/5NNr/PPBBPP1P/2K3RR b - -,0-1,79
7r/2bqnkp1/n1p2p2/p2b4/1ppP4/Q4NNr/PPBBPP1P/2K3RR w - -,0-1,80
7r/2bqnkp1/n1p2p2/pp1b4/2pP4/Q4NNr/PPBBPP1P/2K3RR b - -,0-1,81
7r/2bqnkp1/n1p2p2/pp1b4/2pP4/4QNNr/PPBBPP1P/2K3RR w - -,0-1,82
r7/2bqnkp1/n1p2p2/pp1b4/2pP4/4QNNr/PPBBPP1P/2K3RR b - -,0-1,83
r7/2bqnkp1/n1p2p2/pp1b4/2pPB3/4QNNr/PP1BPP1P/2K3RR w - -,0-1,84
r6r/2bqnkp1/n1p2p2/pp1b4/2pPB3/4QNN1/PP1BPP1P/2K3RR b - -,0-1,85
r6r/2bqnkp1/n1p2p2/pp1b4/2pPB3/Q4NN1/PP1BPP1P/2K3RR w - -,0-1,86
rn5r/2bqnkp1/2p2p2/pp1b4/2pPB3/Q4NN1/PP1BPP1P/2K3RR b - -,0-1,87
rn5r/2bqnkp1/2p2p2/pp1b4/2pPB3/Q3BNN1/PP2PP1P/2K3RR w - -,0-1,88
rn5r/p1bqnkp1/2p2p2/1p1b4/2pPB3/Q3BNN1/PP2PP1P/2K3RR b - -,0-1,89
rn5r/p1bqnkp1/2p2p2/Qp1b4/2pPB3/4BNN1/PP2PP1P/2K3RR w - -,0-1,90
rn5r/p2qnkp1/2pb1p2/Qp1b4/2pPB3/4BNN1/PP2PP1P/2K3RR b - -,0-1,91
rn5r/p2qnkp1/2pb1p2/Qp1b4/2pPB3/4BNN1/PP2PP1P/2KR3R w - -,0-1,92
rn5r/p2q1kp1/2pb1pn1/Qp1b4/2pPB3/4BNN1/PP2PP1P/2KR3R b - -,0-1,93
rn5r/p2q1kp1/2pb1pn1/Qp1b4/2pPB3/4B1N1/PP2PP1P/2KR2NR w - -,0-1,94
rn3b1r/p2q1kp1/2p2pn1/Qp1b4/2pPB3/4B1N1/PP2PP1P/2KR2NR b - -,0-1,95
rn3b1r/p2q1kp1/2p2pn1/1p1b4/Q1pPB3/4B1N1/PP2PP1P/2KR2NR w - -,0-1,96
rn3b1r/p2q1kp1/1pp2pn1/3b4/Q1pPB3/4B1N1/PP2PP1P/2KR2NR b - -,0-1,97
rn3b1r/p2q1kp1/1pp2pn1/3b4/Q1pP4/4BBN1/PP2PP1P/2KR2NR w - -,0-1,98
rn3b1r/p2qnkp1/1pp2p2/3b4/Q1pP4/4BBN1/PP2PP1P/2KR2NR b - -,0-1,99
rn3b1r/p2qnkp1/1pp2p2/3b4/Q1pPN3/4BB2/PP2PP1P/2KR2NR w - -,0-1,100
rn2kb1r/p2qn1p1/1pp2p2/3b4/Q1pPN3/4BB2/PP2PP1P/2KR2NR b kq -,0-1,101
rn2kb1r/p2qn1p1/1pp2p2/3b4/Q1pPN3/4BB2/PP2PP1P/R3K1NR w KQkq -,0-1,102
rn1qkb1r/p3n1p1/1pp2p2/3b4/Q1pPN3/4BB2/PP2PP1P/R3K1NR b KQkq -,0-1,103
rn1qkb1r/p3n1p1/1pp2p2/2Nb4/Q1pP4/4BB2/PP2PP1P/R3K1NR w KQkq -,0-1,104
rn1qkb1r/p1p1n1p1/1p3p2/2Nb4/Q1pP4/4BB2/PP2PP1P/R3K1NR b KQkq -,0-1,105
rn1qkb1r/p1p1n1p1/1p3p2/2Nb4/2pP4/4BB2/PP2PP1P/R2QK1NR w KQkq -,0-1,106
rn1qkb1r/ppp1n1p1/5p2/2Nb4/2pP4/4BB2/PP2PP1P/R2QK1NR b KQkq -,0-1,107
rn1qkb1r/ppp1n1p1/5p2/2Nb4/2pP4/4B3/PP2PPBP/R2QK1NR w KQkq -,0-1,108
rn1qkb1r/ppp1n1p1/4bp2/2N5/2pP4/4B3/PP2PPBP/R2QK1NR b KQkq -,0-1,109
rn1qkb1r/ppp1n1p1/4bp2/8/2pPN3/4B3/PP2PPBP/R2QK1NR w KQkq -,0-1,110
rnbqkb1r/ppp1n1p1/5p2/8/2pPN3/4B3/PP2PPBP/R2QK1NR b KQkq -,0-1,111
rnbqkb1r/ppp1n1p1/5p2/6B1/2pPN3/8/PP2PPBP/R2QK1NR w KQkq -,0-1,112
rnbqkb1r/ppp1npp1/8/6B1/2pPN3/8/PP2PPBP/R2QK1NR b KQkq -,0-1,113
rnbqkb1r/ppp1npp1/8/6p1/2pPN3/8/PP2PPBP/R1BQK1NR w KQkq -,0-1,114
rnbqkbnr/ppp2pp1/8/6p1/2pPN3/8/PP2PPBP/R1BQK1NR b KQkq -,0-1,115
rnbqkbnr/ppp2pp1/8/6p1/2pPp3/2N5/PP2PPBP/R1BQK1NR w KQkq -,0-1,116
rnbqkbnr/ppp2pp1/7p/6P1/2pPp3/2N5/PP2PPBP/R1BQK1NR b KQkq -,0-1,117
rnbqkbnr/ppp2pp1/7p/6P1/2pPp3/8/PP2PPBP/RNBQK1NR w KQkq -,0-1,118
rnbqkbnr/ppp2ppp/8/6P1/2pPp3/8/PP2PPBP/RNBQK1NR b KQkq -,0-1,119
rnbqkbnr/ppp2ppp/8/8/2pPp1P1/8/PP2PPBP/RNBQK1NR w KQkq -,0-1,120
rnbqkbnr/ppp2ppp/8/3p4/2PPp1P1/8/PP2PPBP/RNBQK1NR b KQkq -,0-1,121
rnbqkbnr/ppp2ppp/8/3p4/3Pp1P1/8/PPP1PPBP/RNBQK1NR w KQkq -,0-1,122
rnbqkbnr/ppp2ppp/8/3pp3/3P2P1/8/PPP1PPBP/RNBQK1NR b KQkq -,0-1,123
rnbqkbnr/ppp2ppp/8/3pp3/6P1/8/PPPPPPBP/RNBQK1NR w KQkq -,0-1,124
rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPPBP/RNBQK1NR b KQkq -,0-1,125
rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPP1P/RNBQKBNR w KQkq -,0-1,126
rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq -,0-1,127
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq -,0-1,128
8/6R1/1p3k2/2p4P/r1P5/2nBKP2/p7/8 w - -,0-1,0
8/6R1/1p6/2p3kP/r1P5/2nBKP2/p7/8 b - -,0-1,1
8/R7/1p6/2p3kP/r1P5/2nBKP2/p7/8 w - -,0-1,2
8/R7/1p6/2p3kP/1rP5/2nBKP2/p7/8 b - -,0-1,3
8/R7/1p6/2p3kP/1rP5/2nB1P2/p4K2/8 w - -,0-1,4
8/R7/1p6/2p3kP/2P5/1rnB1P2/p4K2/8 b - -,0-1,5
8/R7/1p6/2p3kP/2P5/1rnB1P2/p7/6K1 w - -,0-1,6
8/R7/1p6/2p3kP/2P5/prnB1P2/8/6K1 b - -,0-1,7
8/R7/1p6/2p3kP/2P5/prn2P2/8/5BK1 w - -,0-1,8
8/R7/1p3k2/2p4P/2P5/prn2P2/8/5BK1 b - -,0-1,9
8/R7/1p3k2/2p5/2P4P/prn2P2/8/5BK1 w - -,0-1,10
8/R5k1/1p6/2p5/2P4P/prn2P2/8/5BK1 b - -,0-1,11
R7/6k1/1p6/2p5/2P4P/prn2P2/8/5BK1 w - -,0-1,12
R7/6k1/1p6/2p5/2P4P/pr3P2/8/3n1BK1 b - -,0-1,13
5R2/6k1/1p6/2p5/2P4P/pr3P2/8/3n1BK1 w - -,0-1,14
5R2/8/1p3k2/2p5/2P4P/pr3P2/8/3n1BK1 b - -,0-1,15
6R1/8/1p3k2/2p5/2P4P/pr3P2/8/3n1BK1 w - -,0-1,16
6R1/8/1p4k1/2p5/2P4P/pr3P2/8/3n1BK1 b - -,0-1,17
5R2/8/1p4k1/2p5/2P4P/pr3P2/8/3n1BK1 w - -,0-1,18
5R2/8/1p4k1/2p5/p1P4P/1r3P2/8/3n1BK1 b - -,0-1,19
8/8/1p4k1/2p5/p1P2R1P/1r3P2/8/3n1BK1 w - -,0-1,20
8/8/1p4k1/2p5/p1P2R1P/r4P2/8/3n1BK1 b - -,0-1,21
8/8/1p4k1/2p5/p1P2R2/r4P1P/8/3n1BK1 w - -,0-1,22
8/8/1p3k2/2p5/p1P2R2/r4P1P/8/3n1BK1 b - -,0-1,23
8/8/1p3k2/2p5/p1P1R3/r4P1P/8/3n1BK1 w - -,0-1,24
8/4k3/1p6/2p5/p1P1R3/r4P1P/8/3n1BK1 b - -,0-1,25
8/4k3/1p6/2p5/p1P2R2/r4P1P/8/3n1BK1 w - -,0-1,26
8/4k3/1p6/p1p5/2P2R2/r4P1P/8/3n1BK1 b - -,0-1,27
8/4k3/1p6/p1p5/2P2pR1/r4P1P/8/3n1BK1 w - -,0-1,28
8/4k3/pp6/2p5/2P2pR1/r4P1P/8/3n1BK1 b - -,0-1,29
8/4k3/pp6/2p3R1/2P2p2/r4P1P/8/3n1BK1 w - -,0-1,30
8/4k3/pp6/2p3R1/2P2p2/r1n2P1P/8/5BK1 b - -,0-1,31
